Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verfied,User Since,Location,Bio
3/4/16,@umassph,UMass Public History,"RT @MarlaAtUmass: The Visuals for Change summary of our last session, ""Truth, Lies, Clicks, & Shares."" #histcomm https://t.co/an9GASq7t8",705861355438481408,Twitter Web Client,693,242,4,0,No,3/5/10,"Amherst, MA","Since 1986, we've provided a link between the University and the Commonwealth's variety of institutions that preserve and communicate history to the public."
3/4/16,@MarlaAtUmass,Marla Miller,Question from @teafield: Why doesn't audio go viral? #histcomm,705861392964919298,Twitter Web Client,1993,1647,1,2,No,11/8/09,,"A #twitterstorian interested in women, work, & #materialculture in the past; #publichistory, poetry & grad training in the present; #craft then & now."
3/4/16,@pastpunditry,Nicole Hemmer,".@teafield notes the parallels to conversation around storytelling in audio, esp as podcasting grows. #histcomm",705861497919037440,TweetDeck,890,378,1,1,No,4/15/10,"Charlottesville, VA","Historian, writer, & host of @pastpresentpod. Visiting Research Assoc, @Miller_Center. Contributing editor, @USNews. Research Assoc, @USSC, @Sydney_Uni."
3/4/16,@pastpunditry,Nicole Hemmer,RT @MarlaAtUmass: Question from @teafield: Why doesn't audio go viral? #histcomm,705861513702203392,TweetDeck,890,378,1,0,No,4/15/10,"Charlottesville, VA","Historian, writer, & host of @pastpresentpod. Visiting Research Assoc, @Miller_Center. Contributing editor, @USNews. Research Assoc, @USSC, @Sydney_Uni."
3/4/16,@MarlaAtUmass,Marla Miller,"Interesting observation by @edward_l_ayers on gap b/w the affirming narratives of bestsellers & ""corrosive"" spaces online. #histcomm",705862152930906112,Twitter Web Client,1993,1647,1,1,No,11/8/09,,"A #twitterstorian interested in women, work, & #materialculture in the past; #publichistory, poetry & grad training in the present; #craft then & now."
3/4/16,@pastpunditry,Nicole Hemmer,.@edward_l_ayers notes popular history tilts heavy toward affirmative nationalist bias vs jokey corrosiveness of online history. #histcomm,705862227329486849,TweetDeck,890,378,0,1,No,4/15/10,"Charlottesville, VA","Historian, writer, & host of @pastpresentpod. Visiting Research Assoc, @Miller_Center. Contributing editor, @USNews. Research Assoc, @USSC, @Sydney_Uni."
3/4/16,@pastpunditry,Nicole Hemmer,"That’s a wrap until tonight’s lightning rounds. Great first day of #histcomm — tune back in tonight, & join us tomorrow morning, too!",705862421605457921,TweetDeck,890,378,0,2,No,4/15/10,"Charlottesville, VA","Historian, writer, & host of @pastpresentpod. Visiting Research Assoc, @Miller_Center. Contributing editor, @USNews. Research Assoc, @USSC, @Sydney_Uni."
3/4/16,@SmabAudio,Smab,"RT @pastpunditry: .@teafield notes the parallels to conversation around storytelling in audio, esp as podcasting grows. #histcomm",705864348535648257,@SmabAudio App,3111,3271,1,0,No,4/17/12,Spain,"Interactive, SEO ready audio for Podcasts, Audiobooks or Courses. Test our Beta! Monetize your Audio https://t.co/5j03xMCupN"
3/4/16,@JL_McPherson_,Jennifer McPherson,RT @JimGrossmanAHA: J Golia:bottom line in communicating history to any audience-begin with purpose. Why am I teaching history here? #histc…,705864535664517120,Twitter for iPhone,144,415,5,0,No,3/5/11,"Albuquerque, NM ","PhD Candidate [US/US West, gender, urban, and historian of the PTA]. UNM Proj. Coord. for Career Diversity for Historians. College BBall fan. Opinions my own."
3/4/16,@historycampaign,History Relevance,RT @JimGrossmanAHA: J Golia:bottom line in communicating history to any audience-begin with purpose. Why am I teaching history here? #histc…,705868271174742018,Twitter for iPhone,110,59,5,0,No,11/3/15,,The History Relevance Campaign is a diverse group of history professionals working to make history a necessity.
3/4/16,@gordonbelt,Gordon Belt,"RT @Miller_Center: How do scholars get their work ""out there?"" Follow #histcomm https://t.co/cOZXf6JwPP",705869165945606145,Twitter Web Client,1640,321,6,0,No,4/14/09,"Oh Tennessee, My Tennessee","Public Historian and Author of the @HistoryPress book, John Sevier: Tennessee’s First Hero. Studying History, Myth, and Memory on America's First Frontier."
3/4/16,@NixoNARA,MK,RT @paige_roberts: Interesting tweets today on how historians communicate with the public(s) at @UMassHistory #publichistory #histcomm,705869495433351168,Twitter Web Client,541,402,2,0,No,12/8/10,,Former NARA Nixon Presidential Materials Project archivist
3/4/16,@sholalynch,Shola,RT @pastpunditry: .@sholalynch emphasizes the importance of storytelling & narrative — and notes it’s a skill that must be learned. #histco…,705870508051599361,Twitter Web Client,2392,341,3,0,No,9/7/11,"Harlem, NYC",Film Maker + Curator
3/4/16,@sholalynch,Shola,And as a woman of color - how she was edited out. #histcomm https://t.co/esMBLaDQQ6,705871171745681409,Twitter Web Client,2392,341,3,3,No,9/7/11,"Harlem, NYC",Film Maker + Curator
3/4/16,@pastpunditry,Nicole Hemmer,RT @sholalynch: And as a woman of color - how she was edited out. #histcomm https://t.co/esMBLaDQQ6,705871372812206080,TweetDeck,890,378,3,0,No,4/15/10,"Charlottesville, VA","Historian, writer, & host of @pastpresentpod. Visiting Research Assoc, @Miller_Center. Contributing editor, @USNews. Research Assoc, @USSC, @Sydney_Uni."
3/4/16,@sholalynch,Shola,"I confess, I love @drunkhistory. It has just enough right to be so deliciously wrong. #histcomm https://t.co/tILJER6TnK",705871657634799620,Twitter Web Client,2392,341,1,5,No,9/7/11,"Harlem, NYC",Film Maker + Curator
3/4/16,@mattdelmont,Matt Delmont,Today's Black Quotidian is from @JulianChambliss Advocate Recovered project https://t.co/u6cdhqr90p #histcomm https://t.co/BdV0RFk0Xs,705871696398430212,TweetDeck,1661,1442,2,4,No,6/3/11,"Tempe, AZ","Hist Prof at ASU. Author of Why Busing Failed (Mar 2016 w/ UC Press), Making Roots (Aug 2016), The Nicest Kids in Town (2012) & https://t.co/wxqwetidgC"
3/4/16,@sholalynch,Shola,"Yes, worth a read! #histcomm @SchomburgCenter https://t.co/pO3K8JEv5z",705871922899369984,Twitter Web Client,2392,341,0,2,No,9/7/11,"Harlem, NYC",Film Maker + Curator
3/4/16,@GHAUmass,Umass GHA,"RT @MarlaAtUmass: The Visuals for Change summary of our last session, ""Truth, Lies, Clicks, & Shares."" #histcomm https://t.co/an9GASq7t8",705872784837189633,Twitter Web Client,68,100,4,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@GHAUmass,Umass GHA,RT @JimGrossmanAHA: J Golia:bottom line in communicating history to any audience-begin with purpose. Why am I teaching history here? #histc…,705872874163331072,Twitter Web Client,68,100,5,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@GHAUmass,Umass GHA,RT @samueljredman: Should historians focus more on teaching historical content or what it is historians do and how they think? #histcomm,705873081747841025,Twitter Web Client,68,100,3,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@GHAUmass,Umass GHA,"RT @pastpunditry: Should the AHA do a history fact-check for journalism? Journalists are split on the idea, reports @JimGrossmanAHA #histco…",705873156695846917,Twitter Web Client,68,100,2,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@magmidd,Margaret Middleton,@MarlaAtUmass heading to #histcomm - see ya in a couple hrs!,705873582405115905,Twitter for Android,1385,1353,0,1,No,8/25/13,"Boston, MA",Designer of playful learning experiences. Museum geek playing at the intersection of design and social justice. #MuseumEdChat #MuseumWorkersSpeak
3/4/16,@MedievalRobots,MedievalRobots,RT @historein: < shameless plug > @MedievalRobots explains the Rocket Cat: https://t.co/93eU6aaDRU &lt; /shameless plug &gt; #histcomm https://…,705877280963305472,Twitter Web Client,675,287,4,0,No,10/28/12,,"Medievalist, writer. Author of Medieval Robots: Mechanism, Magic, Nature, & Art."
3/4/16,@umassph,UMass Public History,"After a great 1st day of #histcomm summit @UMassAmherst, ready to continue the convo in public tonite, 7:15 PM, Amherst Rm, Campus Center",705878800270237696,Twitter Web Client,693,242,4,4,No,3/5/10,"Amherst, MA","Since 1986, we've provided a link between the University and the Commonwealth's variety of institutions that preserve and communicate history to the public."
3/4/16,@JasonSteinhauer,Jason Steinhauer,The state of history on the world wide web #histcomm #history #twitterstorians #publichistory https://t.co/yUx2bCtPyn,705879849454477316,Twitter Web Client,1302,1315,2,6,No,9/17/12,"Washington, D.C.",Creating the field of History Communication. Voice of @KlugeCtr. @TIME contributor. #histcomm advocate. @UMassHistory Fellow. Tweets are my own. #history
3/4/16,@JulieThePH,Julie Golia,"RT @umassph: After a great 1st day of #histcomm summit @UMassAmherst, ready to continue the convo in public tonite, 7:15 PM, Amherst Rm, Ca…",705880492411916289,Twitter Web Client,1234,1386,4,0,No,6/24/11,"Brooklyn, NY",Director of Public History @brooklynhistory. Media and gender historian writing history of advice columns. Co-founder and editor of http://t.co/0PHxc7TGso
3/4/16,@JulieThePH,Julie Golia,RT @mattdelmont: Today's Black Quotidian is from @JulianChambliss Advocate Recovered project https://t.co/u6cdhqr90p #histcomm https://t.co…,705880612813590529,Twitter Web Client,1234,1386,2,0,No,6/24/11,"Brooklyn, NY",Director of Public History @brooklynhistory. Media and gender historian writing history of advice columns. Co-founder and editor of http://t.co/0PHxc7TGso
3/4/16,@JulieThePH,Julie Golia,RT @sholalynch: And as a woman of color - how she was edited out. #histcomm https://t.co/esMBLaDQQ6,705880659382951936,Twitter Web Client,1234,1386,3,0,No,6/24/11,"Brooklyn, NY",Director of Public History @brooklynhistory. Media and gender historian writing history of advice columns. Co-founder and editor of http://t.co/0PHxc7TGso
3/4/16,@JulieThePH,Julie Golia,"RT @MarlaAtUmass: Interesting observation by @edward_l_ayers on gap b/w the affirming narratives of bestsellers & ""corrosive"" spaces online…",705880749581459461,Twitter Web Client,1234,1386,1,0,No,6/24/11,"Brooklyn, NY",Director of Public History @brooklynhistory. Media and gender historian writing history of advice columns. Co-founder and editor of http://t.co/0PHxc7TGso
3/4/16,@Welcome2History,HistoryGal,"RT @umassph: After a great 1st day of #histcomm summit @UMassAmherst, ready to continue the convo in public tonite, 7:15 PM, Amherst Rm, Ca…",705885000806354944,Mobile Web (M5),225,107,4,0,No,7/6/15,"Brooklyn, NY",Scholar still recovering from the job market
3/4/16,@mrpotter,mrpotter,RT @paige_roberts: Interesting tweets today on how historians communicate with the public(s) at @UMassHistory #publichistory #histcomm,705885510422568960,Twitter for Android,2205,605,2,0,No,12/27/07,Western NY,"Teaching HS Social Studies in Western New York. History nerd & tech geek. Model UN & Class of 2010, 2014 & 2018 adv. This is me, not my employer."
3/4/16,@Welcome2History,HistoryGal,Enjoying #histcomm Thank you to @umasshistory for putting this together looking forward to tonight's conversations,705886189346299908,Mobile Web (M5),225,107,0,1,No,7/6/15,"Brooklyn, NY",Scholar still recovering from the job market
3/4/16,@PeterCPihos,Peter C. Pihos,RT @mattdelmont: Today's Black Quotidian is from @JulianChambliss Advocate Recovered project https://t.co/u6cdhqr90p #histcomm https://t.co…,705886213262041088,Twitter for iPhone,252,327,2,0,No,11/12/11,,"One is astonished in the study of history at the recurrence of the idea that evil must be forgotten, distorted, skimmed over."
3/4/16,@FatCatOnHat,Jenn Miller,RT @pastpunditry: Read @rebeccaonion’s take-down of @HistoryInPics from 2014: https://t.co/Hmo2sosDVm #histcomm,705889447909462017,Twitter for iPhone,45,74,7,0,No,1/29/16,,Research geek. Never met a library-museum-archive-or bookstore I didn't have to be dragged out of at closing time.
3/4/16,@JohnFea1,John Fea,Should @lizcovart start a history podcast network? https://t.co/Yjm4kpvgUq #podcasting #earlyAmerica #histcomm,705890425752547328,Twitter Web Client,2903,1628,3,8,No,4/10/12,,History professor and author at Messiah College. Those of us trying to bring good historical content to Twitter prefer retweets over favorites.
3/4/16,@amanda_lyons,Amanda Lyons,RT @pastpunditry: .@sholalynch emphasizes the importance of storytelling & narrative — and notes it’s a skill that must be learned. #histco…,705896201669971968,Twitter for Android,1280,1557,3,0,No,2/16/11,"Brooklyn, NY","(Co)Creating visuals to engage, collaborate & revitalize as a facilitating consultant with VISUALS for CHANGE. Living via experiential education every day."
3/4/16,@WhitakerAlmanac,Bob Whitaker,"RT @JenHoward: A hashtag I'm keeping an eye on: #histcomm, from a confab on history communication in the 21st c. taking place at @UMassHist…",705898867762401280,Twitter for iPhone,377,579,4,0,No,4/25/11,,"Historian of Europe, empire, international crime and policing. Teaching @LATech. Creator of @historyrespawn. Editor @britishscholar."
3/4/16,@jaheppler,Jason Heppler,"For the #histcomm folks, a humble podcast plug: @_overanalyze, where @anwils1 @rjordan_csu and I talk about pop culture + history.",705905963979579392,Tweetbot for iΟS,1933,480,0,1,No,9/11/08,"San Jose, Calif.","Historian of 20c North American Wests, #envhist, #dighist, #publichistory | @StanfordHistory and @CESTA_Stanford. Co-host, @firstdraftcast and @_overanalyze."
3/4/16,@jaheppler,Jason Heppler,"Also, @firstdraftcast with @Elijah_Meeks, @pfzenke, and I, mostly about digital humanities #histcomm",705906281509294080,Tweetbot for iΟS,1933,480,0,2,No,9/11/08,"San Jose, Calif.","Historian of 20c North American Wests, #envhist, #dighist, #publichistory | @StanfordHistory and @CESTA_Stanford. Co-host, @firstdraftcast and @_overanalyze."
3/4/16,@rebekkahrubin,Rebekkah Rubin,Will be livetweeting the #histcomm event at @UMassHistory starting momentarily!,705912207918366720,Twitter Web Client,492,1224,1,3,No,8/21/10,"Northampton, MA","Tweets about #publichistory, women's history, Victorian literature, P.G. Wodehouse, and vegan baked goods."
3/4/16,@erfagen,Erica Fagen,Getting started for the evening #histcomm event! @Umasshistory,705914094495404033,Twitter for iPhone,1056,2055,1,1,No,12/12/10,Montréal,"PhD Candidate @UMassHistory researching modern Europe, Holocaust memory, photography, and digital history. Traveler, Habs fan."
3/4/16,@GHAUmass,Umass GHA,RT @erfagen: Getting started for the evening #histcomm event! @Umasshistory,705914176666013696,Twitter for iPhone,68,100,1,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@GHAUmass,Umass GHA,RT @rebekkahrubin: Will be livetweeting the #histcomm event at @UMassHistory starting momentarily!,705914213961752576,Twitter for iPhone,68,100,1,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@erfagen,Erica Fagen,"RT @umassph: After a great 1st day of #histcomm summit @UMassAmherst, ready to continue the convo in public tonite, 7:15 PM, Amherst Rm, Ca…",705914274527449088,Twitter for iPhone,1056,2055,4,0,No,12/12/10,Montréal,"PhD Candidate @UMassHistory researching modern Europe, Holocaust memory, photography, and digital history. Traveler, Habs fan."
3/4/16,@defactofecteau,Katherine Fecteau,A fan of history vs. THE fan of history #histcomm #lighteningconversations,705914429796442112,Twitter for Android,46,104,0,2,No,2/14/14,,"Public History MA candidate at UMass Amherst studying American Revolutionary War era and material culture **Though she be but little, she is fierce!**"
3/4/16,@CitizenWald,Citizen Wald,"RT @umassph: After a great 1st day of #histcomm summit @UMassAmherst, ready to continue the convo in public tonite, 7:15 PM, Amherst Rm, Ca…",705914437069361152,Twitter for iPhone,2335,2535,4,0,No,10/18/07,"Amherst, MA","Jim Wald: cultural, book historian; historic preservationist; evolving into an agnostic...an egotist, a pessimist & an anarchist or an illuminated vase of odors"
3/4/16,@rebekkahrubin,Rebekkah Rubin,.@radiosue and @JasonSteinhauer getting things started at @UMassHistory's #histcomm lightning conversations.,705914695400734720,Twitter Web Client,492,1224,2,2,No,8/21/10,"Northampton, MA","Tweets about #publichistory, women's history, Victorian literature, P.G. Wodehouse, and vegan baked goods."
3/4/16,@juliegpeterson,Julie Peterson,".@radiosue excited about creating/talking with fans of history @UMassHistory Lightning Conversation #histcomm event, starting now!",705914727487168512,Twitter for iPhone,239,775,1,1,No,10/26/12,"Amherst, MA","Public History grad student UMass Amherst(@umassph) I study 20th C US, mass incarceration, prison museums. Runner, traveler, museum aficionado, reluctant foodie"
3/4/16,@GHAUmass,Umass GHA,RT @rebekkahrubin: .@radiosue and @JasonSteinhauer getting things started at @UMassHistory's #histcomm lightning conversations.,705914809720709121,Twitter for iPhone,68,100,2,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@erfagen,Erica Fagen,.@JasonSteinhauer: What does it mean to communicate history in the 21st century? #histcomm,705914820068024321,Twitter for iPhone,1056,2055,0,1,No,12/12/10,Montréal,"PhD Candidate @UMassHistory researching modern Europe, Holocaust memory, photography, and digital history. Traveler, Habs fan."
3/4/16,@GHAUmass,Umass GHA,"RT @juliegpeterson: .@radiosue excited about creating/talking with fans of history @UMassHistory Lightning Conversation #histcomm event, st…",705914829857550336,Twitter for iPhone,68,100,1,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@umassph,UMass Public History,RT @rebekkahrubin: .@radiosue and @JasonSteinhauer getting things started at @UMassHistory's #histcomm lightning conversations.,705914914939019265,Twitter for iPhone,693,242,2,0,No,3/5/10,"Amherst, MA","Since 1986, we've provided a link between the University and the Commonwealth's variety of institutions that preserve and communicate history to the public."
3/4/16,@rebekkahrubin,Rebekkah Rubin,"""History communication is a new frontier for the profession."" -@JasonSteinhauer #histcomm",705915250273611776,Twitter Web Client,492,1224,2,1,No,8/21/10,"Northampton, MA","Tweets about #publichistory, women's history, Victorian literature, P.G. Wodehouse, and vegan baked goods."
3/4/16,@GHAUmass,Umass GHA,"RT @rebekkahrubin: ""History communication is a new frontier for the profession."" -@JasonSteinhauer #histcomm",705915397569122308,Twitter for iPhone,68,100,2,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@erfagen,Erica Fagen,"RT @rebekkahrubin: ""History communication is a new frontier for the profession."" -@JasonSteinhauer #histcomm",705915610924982273,Twitter for iPhone,1056,2055,2,0,No,12/12/10,Montréal,"PhD Candidate @UMassHistory researching modern Europe, Holocaust memory, photography, and digital history. Traveler, Habs fan."
3/4/16,@juliegpeterson,Julie Peterson,Also excited to see @amanda_lyons of Visuals for Change capturing these conversations! Amazing work here #histcomm https://t.co/f33CEVqvcG,705915756811329539,Twitter for iPhone,239,775,2,4,No,10/26/12,"Amherst, MA","Public History grad student UMass Amherst(@umassph) I study 20th C US, mass incarceration, prison museums. Runner, traveler, museum aficionado, reluctant foodie"
3/4/16,@GHAUmass,Umass GHA,RT @juliegpeterson: Also excited to see @amanda_lyons of Visuals for Change capturing these conversations! Amazing work here #histcomm http…,705915888109756416,Twitter for iPhone,68,100,2,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@pastpunditry,Nicole Hemmer,"The #histcomm lightning rounds are starting! First up: @JimGrossmanAHA & @rebeccaonion on ""what is history for?""",705916124286816256,Twitter for iPhone,890,378,1,2,No,4/15/10,"Charlottesville, VA","Historian, writer, & host of @pastpresentpod. Visiting Research Assoc, @Miller_Center. Contributing editor, @USNews. Research Assoc, @USSC, @Sydney_Uni."
3/4/16,@rebekkahrubin,Rebekkah Rubin,".@JasonSteinhauer is explaining ""lightning conversations""-- seven 10-minute conversations between pairs. #histcomm",705916473844305920,Twitter Web Client,492,1224,1,1,No,8/21/10,"Northampton, MA","Tweets about #publichistory, women's history, Victorian literature, P.G. Wodehouse, and vegan baked goods."
3/4/16,@GHAUmass,Umass GHA,Lightening conversations begin. #histcomm 7 pairs of ten minute convos on communicating #history. Here we go!,705916571265458177,Twitter for iPhone,68,100,0,1,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@GHAUmass,Umass GHA,"RT @pastpunditry: The #histcomm lightning rounds are starting! First up: @JimGrossmanAHA & @rebeccaonion on ""what is history for?""",705916648990121984,Twitter for iPhone,68,100,1,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@JulieThePH,Julie Golia,Going to try to tweet on tonight's #histcomm lightning conversations but they may go fast!,705916656992841728,Twitter for Android,1234,1386,0,1,No,6/24/11,"Brooklyn, NY",Director of Public History @brooklynhistory. Media and gender historian writing history of advice columns. Co-founder and editor of http://t.co/0PHxc7TGso
3/4/16,@GHAUmass,Umass GHA,"RT @rebekkahrubin: .@JasonSteinhauer is explaining ""lightning conversations""-- seven 10-minute conversations between pairs. #histcomm",705916666954326016,Twitter for iPhone,68,100,1,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@rebekkahrubin,Rebekkah Rubin,Lightning conversations will also be documented visually. #histcomm,705916852157997058,Twitter Web Client,492,1224,0,1,No,8/21/10,"Northampton, MA","Tweets about #publichistory, women's history, Victorian literature, P.G. Wodehouse, and vegan baked goods."
3/4/16,@rebekkahrubin,Rebekkah Rubin,First conversation pairing: @JimGrossmanAHA and @rebeccaonion. #histcomm,705917044856856576,Twitter Web Client,492,1224,0,1,No,8/21/10,"Northampton, MA","Tweets about #publichistory, women's history, Victorian literature, P.G. Wodehouse, and vegan baked goods."
3/4/16,@magmidd,Margaret Middleton,Excited to be at UMass Amherst for the #histcomm symposium lightning talks tonight!,705917161424842752,Twitter for Android,1385,1353,1,2,No,8/25/13,"Boston, MA",Designer of playful learning experiences. Museum geek playing at the intersection of design and social justice. #MuseumEdChat #MuseumWorkersSpeak
3/4/16,@sheishistoric,Emily Esten,Big questions w/ @JimGrossmanAHA and @rebeccaonion #histcomm,705917185017962496,Twitter for iPhone,405,882,0,1,No,9/12/13,UMass Amherst,"History/DH Major. Incurable reader. Proud travel lover. Constantly in search of numen. There's a million things I haven't done, but just you wait."
3/4/16,@JulieThePH,Julie Golia,"First up, @JimGrossmanAHA +@rebeccaonion with the BIG question: why do we do history? #histcomm",705917289368002565,Twitter for Android,1234,1386,0,2,No,6/24/11,"Brooklyn, NY",Director of Public History @brooklynhistory. Media and gender historian writing history of advice columns. Co-founder and editor of http://t.co/0PHxc7TGso
3/4/16,@HistoryCtr,National History Ctr,.@JimGrossmanAHA and @rebeccaonion talking abt the purpose of studying #history. #histcomm https://t.co/v1tTmqCDhy,705917443395477504,Twitter for iPhone,1298,338,1,3,No,12/5/12,"Washington, D.C.","The NHC is dedicated to the study and teaching of history and the advancement of historical knowledge in academia, business, government, journalism, and more."
3/4/16,@GHAUmass,Umass GHA,#histcomm @JimGrossmanAHA & @rebeccaonion speaking on the public perception of #history. https://t.co/9SMj9gsG4R,705917467051302913,Twitter for iPhone,68,100,1,2,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@rebekkahrubin,Rebekkah Rubin,"First pair addressing ""why do we do this?"" @rebeccaonion does it because she likes it. #histcomm",705917492640813057,Twitter Web Client,492,1224,0,1,No,8/21/10,"Northampton, MA","Tweets about #publichistory, women's history, Victorian literature, P.G. Wodehouse, and vegan baked goods."
3/4/16,@pastpunditry,Nicole Hemmer,Why do you do history? @rebeccaonion says the intellectual & philosophical challenge of interpreting the past. #histcomm,705917500295356416,Twitter for iPhone,890,378,1,1,No,4/15/10,"Charlottesville, VA","Historian, writer, & host of @pastpresentpod. Visiting Research Assoc, @Miller_Center. Contributing editor, @USNews. Research Assoc, @USSC, @Sydney_Uni."
3/4/16,@MarlaAtUmass,Marla Miller,1st lightening talk underway: @JimGrossmanAHA & @rebeccaonion #histcomm,705917567827886080,Twitter for iPhone,1993,1647,1,1,No,11/8/09,,"A #twitterstorian interested in women, work, & #materialculture in the past; #publichistory, poetry & grad training in the present; #craft then & now."
3/4/16,@juliegpeterson,Julie Peterson,.@JimGrossmanAHA and @rebeccaonion starting with why do history? Intellectual and philosophical interest in human nature for Onion #histcomm,705917592700100608,Twitter for iPhone,239,775,2,2,No,10/26/12,"Amherst, MA","Public History grad student UMass Amherst(@umassph) I study 20th C US, mass incarceration, prison museums. Runner, traveler, museum aficionado, reluctant foodie"
3/4/16,@rebekkahrubin,Rebekkah Rubin,.@rebeccaonion is interested in the philosophical and intellectual challenge of thinking about the past and causality. #histcomm,705917674073812993,Twitter Web Client,492,1224,2,1,No,8/21/10,"Northampton, MA","Tweets about #publichistory, women's history, Victorian literature, P.G. Wodehouse, and vegan baked goods."
3/4/16,@mil_historicus,Chris Levesque,RT @JohnFea1: Should @lizcovart start a history podcast network? https://t.co/Yjm4kpvgUq #podcasting #earlyAmerica #histcomm,705917708118990848,Twitter for iPad,678,611,3,0,No,6/18/10,Tampa,"PhD in military history, adjunct professor, librarian, and geek. I write about atrocities in Vietnam. RT ≠ endorsement."
3/4/16,@erfagen,Erica Fagen,".@rebeccaonion why do we do history? Because of interest, for philosophical reasons. Curiosity also a big factor! #histcomm",705917733335142400,Twitter for iPhone,1056,2055,1,1,No,12/12/10,Montréal,"PhD Candidate @UMassHistory researching modern Europe, Holocaust memory, photography, and digital history. Traveler, Habs fan."
3/4/16,@GHAUmass,Umass GHA,RT @MarlaAtUmass: 1st lightening talk underway: @JimGrossmanAHA & @rebeccaonion #histcomm,705917736078147584,Twitter for iPhone,68,100,1,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@pastpunditry,Nicole Hemmer,".@rebeccaonion celebrates contingency, and @JimGrossmanAHA points out that how change happens is at the heart of history? #histcomm",705917747423797248,Twitter for iPhone,890,378,0,1,No,4/15/10,"Charlottesville, VA","Historian, writer, & host of @pastpresentpod. Visiting Research Assoc, @Miller_Center. Contributing editor, @USNews. Research Assoc, @USSC, @Sydney_Uni."
3/4/16,@JulieThePH,Julie Golia,"Off to a rollicking start as @JimGrossmanAHA and @rebeccaonion debate meaning of ""contingency"" #histcomm",705917779237576704,Twitter for Android,1234,1386,0,1,No,6/24/11,"Brooklyn, NY",Director of Public History @brooklynhistory. Media and gender historian writing history of advice columns. Co-founder and editor of http://t.co/0PHxc7TGso
3/4/16,@umassph,UMass Public History,RT @pastpunditry: Why do you do history? @rebeccaonion says the intellectual & philosophical challenge of interpreting the past. #histcomm,705917804650881024,Twitter for iPhone,693,242,1,0,No,3/5/10,"Amherst, MA","Since 1986, we've provided a link between the University and the Commonwealth's variety of institutions that preserve and communicate history to the public."
3/4/16,@jamiaw,jamiaw,RT @juliegpeterson: .@JimGrossmanAHA and @rebeccaonion starting with why do history? Intellectual and philosophical interest in human natur…,705917812477403139,Twitter for iPhone,11335,7815,2,0,No,7/13/08,Borderless,Feminist. Movement Builder. Cartwheeler. Storyteller. @womenactmedia executive director. @ROOKIEMag writer. All views are my own. Book me via @FreshSpeakers
3/4/16,@GHAUmass,Umass GHA,RT @juliegpeterson: .@JimGrossmanAHA and @rebeccaonion starting with why do history? Intellectual and philosophical interest in human natur…,705917816877219841,Twitter for iPhone,68,100,2,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@GHAUmass,Umass GHA,"RT @erfagen: .@rebeccaonion why do we do history? Because of interest, for philosophical reasons. Curiosity also a big factor! #histcomm",705917849890635776,Twitter for iPhone,68,100,1,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
3/4/16,@GHAUmass,Umass GHA,RT @rebekkahrubin: .@rebeccaonion is interested in the philosophical and intellectual challenge of thinking about the past and causality. #…,705917862603530241,Twitter for iPhone,68,100,2,0,No,5/28/15,"Amherst, MA","The Graduate History Association is dedicated to building community, facilitating academic progress and offering profesional support to our members."
